LDHU3_01.0320;LmjF.01.0290;Cytochrome_c_oxidase_biogenesis_protein_Cmc1_like_putative;;;;;;;;;;;;;;;;;
LDHU3_01.0330;LmjF.01.0300;4F5_protein_family_putative;;;;;;;;;;;;;;;;;
LDHU3_01.0340;LmjF.01.0310;acidocalcisomal_exopolyphosphatase_putative;;;;;;;;;;;;;;;;;
LDHU3_01.0350;LmjF.01.0315;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_01.0360;LmjF.01.0320;poly(A)_export_protein_putative;;;;;;;;;;;;;;;;;
LDHU3_01.0370;LmjF.01.0330;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_01.0380;LmjF.01.0335;Uncharacterised_protein_family_(UPF0041)_putative;;;;;;;;;;;;;;;;;
LDHU3_01.0390;LmjF.01.0340;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_01.0400;LmjF.01.0350;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_01.0410;LmjF.01.0360;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_01.0420;LmjF.01.0370;Protein_of_unknown_function_(DUF788)_putative;;;;;;;;;;;;;;;;;
LDHU3_01.0430;LmjF.01.0380;Dyggve-Melchior-Clausen_syndrome_protein_putative;;;;;;;;;;;;;;;;;
LDHU3_01.0440;LmjF.01.0390;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_01.0450;LmjF.01.0400;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_01.0460;LmjF.01.0410;ribosomal_protein_S7_putative;;;;;;;;;;;;;;;;;
LDHU3_01.0470;LmjF.01.0420;ribosomal_protein_S7_putative;;;;;;;;;;;;;;;;;
LDHU3_01.0480;LmjF.01.0430;Ring_finger_domain/Zn-finger_in_ubiquitin-hydrolases_and_other_protein_putative;;;;;;;;;;;;;;;;;
LDHU3_01.0490;LmjF.01.0440;Protein_of_unknown_function_(DUF791)_putative;;;;;;;;;;;;;;;;;
LDHU3_01.0520;LmjF.01.0450;nicotinamidase_putative;;;;;;;;;;;;;;;;;
LDHU3_01.0530;LmjF.01.0460;conserved_protein;;;;;;;;;;;;;;;;;
LDHU3_01.0550;LmjF.01.0470;long-chain-fatty-acid-CoA_ligase_putative;;;;;;;;;;;;;;;;;
LDHU3_01.0560;LmjF.01.0480;beta_eliminating_lyaseputative;;;;;;;;;;;;;;;;;
LDHU3_01.0580;LmjF.01.0490;long-chain-fatty-acid-CoA_ligase_putative;;;;;;;;;;;;;;;;;
LDHU3_01.0590;LmjF.01.0500;long-chain-fatty-acid-CoA_ligase_putative;;;;;;;;;;;;;;;;;
LDHU3_01.0600;LmjF.01.0510;hypothetical_protein;;;;;;;;;;;;;;;;;
LDHU3_01.0610;LmjF.01.0520;long-chain-fatty-acid-CoA_ligase_putative;;;;;;;;;;;;;;;;;
LDHU3_01.0630;LmjF.01.0530;long-chain-fatty-acid-CoA_ligase_putative;;;;;;;;;;;;;;;;;
LDHU3_01.0640;LmjF.01.0540;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_01.0650;LmjF.01.0550;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_01.0660;LmjF.01.0560;pre-mRNA_processing_factor_3_(PRP3)/Protein_of_unknown_function_(DUF1115)_putative;;;;;;;;;;;;;;;;;
LDHU3_01.0670;LmjF.01.0570;tricarboxylate_carrier_putative;;;;;;;;;;;;;;;;;
LDHU3_01.0680;LmjF.01.0580;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_01.0690;LmjF.01.0590;KREL1;;;;;;;;;;;;;;;;;
LDHU3_01.0700;LmjF.01.0600;Rab-GTPase-TBC_domain_containing_protein_putative;;;;;;;;;;;;;;;;;
LDHU3_01.0710;LmjF.01.0610;DNA-damage_inducible_protein_DDI1-like_protein;;;;;;;;;;;;;;;;;
LDHU3_01.0720;LmjF.01.0620;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_01.0730;LmjF.01.0630;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_01.0740;LmjF.01.0640;HSP70-like_protein;;;;;;;;;;;;;;;;;
LDHU3_01.0750;LmjF.01.0650;metallo-peptidase_Clan_ME_Family_M16;;;;;;;;;;;;;;;;;
LDHU3_01.0760;LmjF.01.0660;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_01.0770;LmjF.01.0670;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_01.0790;LmjF.01.0680;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_01.0800;LmjF.01.0690;PLAC8_family_putative;;;;;;;;;;;;;;;;;
LDHU3_01.0820;LmjF.01.0700;PLAC8_family_putative;;;;;;;;;;;;;;;;;
LDHU3_01.0830;LmjF.01.0710;ubiquitin_activating_enzyme_putative;;;;;;;;;;;;;;;;;
LDHU3_01.0840;LmjF.01.0720;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_01.0850;LmjF.01.0730;Meckel_syndrome_type_6_protein_putative;;;;;;;;;;;;;;;;;
LDHU3_01.0860;LmjF.01.0740;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_01.0870;LmjF.01.0750;protein_kinase_putative;;;;;;;;;;;;;;;;;
LDHU3_01.0880;LmjF.01.0760;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_01.0890;LmjF.01.0770;eukaryotic_initiation_factor_4a_putative;;;;;;;;;;;;;;;;;
LDHU3_01.0900;LmjF.01.0780;eukaryotic_initiation_factor_4a_putative;;;;;;;;;;;;;;;;;
LDHU3_01.0910;LmjF.01.0790;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_01.0930;LmjF.01.0800;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_01.0940;LmjF.01.0810;calcium/potassium_channel_(CAKC)_putative;;;;;;;;;;;;;;;;;
LDHU3_01.0950;LmjF.01.0820;potassium_channel_subunit-like_protein;;;;;;;;;;;;;;;;;
LDHU3_01.0970;LmjF.01.0830;Peptidase_family_M3_putative;;;;;;;;;;;;;;;;;
LDHU3_02.0010;LmjF.02.0010;phosphoglycan_beta_13_galactosyltransferase_4;;;;;;;;;;;;;;;;;
LDHU3_02.0030;LmjF.02.0020;histone_H4;;;;;;;;;;;;;;;;;
LDHU3_02.0040;LmjF.02.0030;tagatose-6-phosphate_kinase-like_protein;;;;;;;;;;;;;;;;;
LDHU3_02.0050;LmjF.02.0040;aminopeptidase_P1_putative;;;;;;;;;;;;;;;;;
LDHU3_02.0080;LmjF.02.0050;cytochrome_b-domain_protein_putative;;;;;;;;;;;;;;;;;
LDHU3_02.0090;LmjF.02.0060;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_02.0100;LmjF.02.0070;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_02.0120;LmjF.02.0080;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_02.0130;LmjF.02.0085;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_02.0140;LmjF.02.0090;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_02.0160;LmjF.02.0100;hypothetical_protein;;;;;;;;;;;;;;;;;
LDHU3_02.0170;LmjF.02.0110;tRNA_exportin_putative;;;;;;;;;;;;;;;;;
LDHU3_02.0180;LmjF.02.0120;phosphatidylinositol_kinase_related_protein_putative;;;;;;;;;;;;;;;;;
LDHU3_02.0190;LmjF.02.0130;Zinc-finger_of_C2H2_type_putative;;;;;;;;;;;;;;;;;
LDHU3_02.0200;LmjF.02.0140;Ankyrin_repeats_(many_copies)/Ankyrin_repeats_(3_copies)/Zinc_finger_C3HC4_type_(RING_finger)_containing_protein_putative;;;;;;;;;;;;;;;;;
LDHU3_02.0210;LmjF.02.0150;Vps51/Vps67_putative;;;;;;;;;;;;;;;;;
LDHU3_02.0230;LmjF.02.0160;phosphoglycan_beta_13_galactosyltransferase;;;;;;;;;;;;;;;;;
LDHU3_02.0240;LmjF.02.0170;phosphoglycan_beta_13_galactosyltransferase;;;;;;;;;;;;;;;;;
LDHU3_02.0250;LmjF.02.0200;phosphoglycan_beta_13_galactosyltransferase;;;;;;;;;;;;;;;;;
LDHU3_02.0260;LmjF.20.1540_LmjF.20.1750;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_02.0270;LmjF.02.0210;phosphoglycan_beta_13_galactosyltransferase;;;;;;;;;;;;;;;;;
LDHU3_02.0280;LmjF.02.0160_LmjF.02.0170_LmjF.02.0200_LmjF.02.0210;phosphoglycan_beta_13_galactosyltransferase;;;;;;;;;;;;;;;;;
LDHU3_02.0290;LmjF.02.0180_LmjF.02.0220;phosphoglycan_beta_12_arabinosyltransferase;;;;;;;;;;;;;;;;;
LDHU3_02.0300;LmjF.02.0190_LmjF.02.0230;phosphoglycan_beta_13_galactosyltransferase;;;;;;;;;;;;;;;;;
LDHU3_02.0310;LmjF.02.0240;Glycosyltransferase_(GlcNAc)_putative;;;;;;;;;;;;;;;;;
LDHU3_02.0320;LmjF.02.0250;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_02.0330;LmjF.02.0260;small_GTP_binding_protein_rab6-like_protein;;;;;;;;;;;;;;;;;
LDHU3_02.0340;LmjF.02.0270;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_02.0350;LmjF.02.0280;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_02.0360;LmjF.02.0290;NIMA/Nek_Serine/threonine-protein_kinase_family_putative;;;;;;;;;;;;;;;;;
LDHU3_02.0370;LmjF.02.0300;ATP-binding_cassette_subfamily_A_member_1_putative;;;;;;;;;;;;;;;;;
LDHU3_02.0390;LmjF.02.0310;Soluble_NSF_attachment_protein_SNAP_putative;;;;;;;;;;;;;;;;;
LDHU3_02.0400;LmjF.02.0320;RNase_PH-like_protein_putative;;;;;;;;;;;;;;;;;
LDHU3_02.0410;LmjF.02.0330;glycosyl_transferase_putative;;;;;;;;;;;;;;;;;
LDHU3_02.0420;LmjF.02.0340;EamA-like_transporter_family/Triose-phosphate_Transporter_family/UAA_transporter_family_putative;;;;;;;;;;;;;;;;;
LDHU3_02.0430;LmjF.02.0350;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_02.0440;LmjF.02.0360;casein_kinase_II_alpha_chain_putative;;;;;;;;;;;;;;;;;
LDHU3_02.0450;LmjF.02.0370;proteasome_regulatory_non-ATPase_subunit_6_putative;;;;;;;;;;;;;;;;;
LDHU3_02.0460;LmjF.02.0380;FtsJ-like_methyltransferase_putative;;;;;;;;;;;;;;;;;
LDHU3_02.0470;LmjF.02.0390;ubiquitin-conjugating_enzyme_E2_putative;;;;;;;;;;;;;;;;;
LDHU3_02.0480;LmjF.02.0410;Mitochondrial_protein_81;;;;;;;;;;;;;;;;;
LDHU3_02.0490;LmjF.02.0420;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_02.0510;LmjF.02.0430;serine_peptidase_Clan_S-_family_S54_putative;;;;;;;;;;;;;;;;;
LDHU3_02.0520;LmjF.02.0440;Transmembrane_amino_acid_transporter_protein_putative;;;;;;;;;;;;;;;;;
LDHU3_02.0530;LmjF.02.0450;voltage-dependent_anion-selective_channel_putative;;;;;;;;;;;;;;;;;
LDHU3_02.0550;LmjF.02.0460;voltage-dependent_anion-selective_channel_putative;;;;;;;;;;;;;;;;;
LDHU3_02.0560;LmjF.02.0470;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_02.0570;LmjF.02.0480;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_02.0580;LmjF.02.0490;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_02.0590;LmjF.02.0500;glycerate_kinase_putative;;;;;;;;;;;;;;;;;
LDHU3_02.0600;LmjF.02.0510;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_02.0610;LmjF.02.0520;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_02.0640;LmjF.02.0530;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_02.0650;LmjF.02.0540;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_02.0660;LmjF.02.0550;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_02.0670;LmjF.02.0560;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_02.0680;LmjF.02.0570;protein_kinase_putative;;;;;;;;;;;;;;;;;
LDHU3_02.0720;LmjF.02.0580;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_02.0730;LmjF.02.0590;TPR_repeat/Tetratricopeptide_repeat_putative;;;;;;;;;;;;;;;;;
LDHU3_02.0740;LmjF.02.0600;ARP2/3_complex_subunit_putative;;;;;;;;;;;;;;;;;
LDHU3_02.0750;LmjF.02.0610;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_02.0760;LmjF.02.0620;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_02.0770;LmjF.02.0630;gamma-glutamyl_phosphate_reductase-like_protein;;;;;;;;;;;;;;;;;
LDHU3_02.0780;LmjF.02.0640;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_02.0790;LmjF.02.0650;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_02.0800;LmjF.02.0660;Nop14-like_family_putative;;;;;;;;;;;;;;;;;
LDHU3_02.0810;LmjF.02.0670;mitochondrial_carrier_protein_putative;;;;;;;;;;;;;;;;;
LDHU3_02.0820;LmjF.02.0680;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_02.0830;LmjF.02.0690;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_02.0840;LmjF.02.0700;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_02.0850;LmjF.02.0710;Heat_shock_protein_100_kDa;;;;;;;;;;;;;;;;;
LDHU3_02.0870;LmjF.02.0740;Peptidase_family_M3_putative;;;;;;;;;;;;;;;;;
LDHU3_03.0010;LmjF.03.0010;Leucine_rich_repeat/Leucine_Rich_Repeat_putative;;;;;;;;;;;;;;;;;
LDHU3_03.0020;LmjF.03.0020;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_03.0030;LmjF.03.0030;D-3-phosphoglycerate_dehydrogenase-like_protein;;;;;;;;;;;;;;;;;
LDHU3_03.0040;LmjF.03.0040;2-aminoethylphosphonate:pyruvateaminotransferas_e-like_protein;;;;;;;;;;;;;;;;;
LDHU3_03.0050;LmjF.03.0060;Met-10+_like-protein/Methyltransferase_small_domain/Methyltransferase_domain_containing_protein_putative;;;;;;;;;;;;;;;;;
LDHU3_03.0060;LmjF.03.0070;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_03.0070;LmjF.03.0080;glycerol-3-phosphate_acyl_transferase;;;;;;;;;;;;;;;;;
LDHU3_03.0080;LmjF.03.0090;DNA_primase_large_subunit_putative;;;;;;;;;;;;;;;;;
LDHU3_03.0090;LmjF.03.0100;cytochrome_c_oxidase_assembly_protein_putative;;;;;;;;;;;;;;;;;
LDHU3_03.0100;LmjF.03.0110;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_03.0110;LmjF.03.0120;Leucine_Rich_Repeat_putative;;;;;;;;;;;;;;;;;
LDHU3_03.0120;LmjF.03.0130;acetyltransferase_putative;;;;;;;;;;;;;;;;;
LDHU3_03.0130;LmjF.03.0140;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_03.0140;LmjF.03.0150;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_03.0150;LmjF.03.0160;ATP-binding_cassette_protein_subfamily_F_member_1_putative;;;;;;;;;;;;;;;;;
LDHU3_03.0160;LmjF.03.0170;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_03.0170;LmjF.03.0180;zinc-finger_of_acetyl-transferase_ESCO_putative;;;;;;;;;;;;;;;;;
LDHU3_03.0180;LmjF.03.0190;U2_splicing_auxiliary_factor_putative;;;;;;;;;;;;;;;;;
LDHU3_03.0200;LmjF.03.0200;delta-1-pyrroline-5-carboxylate_dehydrogenase_putative;;;;;;;;;;;;;;;;;
LDHU3_03.0210;LmjF.03.0210;protein_kinase_putative;;;;;;;;;;;;;;;;;
LDHU3_03.0220;LmjF.03.0220;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_03.0230;LmjF.03.0230;long-chain-fatty-acid-CoA_ligase_putative;;;;;;;;;;;;;;;;;
LDHU3_03.0240;LmjF.03.0240;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_03.0250;LmjF.03.0250;ribosomal_protein_L38_putative;;;;;;;;;;;;;;;;;
LDHU3_03.0260;LmjF.03.0260;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_03.0270;LmjF.03.0270;FYVE_zinc_finger/Apolipoprotein_A1/A4/E_domain_containing_protein_putative;;;;;;;;;;;;;;;;;
LDHU3_03.0280;LmjF.03.0280;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_03.0290;LmjF.03.0290;hypothetical_protein;;;;;;;;;;;;;;;;;
LDHU3_03.0300;LmjF.03.0310;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_03.0310;LmjF.03.0320;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_03.0320;LmjF.03.0330;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_03.0330;LmjF.03.0340;DDRGK_domain_containing_protein_putative;;;;;;;;;;;;;;;;;
LDHU3_03.0340;LmjF.03.0350;protein_kinase_putative;;;;;;;;;;;;;;;;;
LDHU3_03.0350;LmjF.03.0360;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_03.0360;LmjF.03.0370;GPR1/FUN34/yaaH_family_putative;;;;;;;;;;;;;;;;;
LDHU3_03.0370;LmjF.03.0380;GPR1/FUN34/yaaH_family_putative;;;;;;;;;;;;;;;;;
LDHU3_03.0380;LmjF.03.0390;GPR1/FUN34/yaaH_family_putative;;;;;;;;;;;;;;;;;
LDHU3_03.0390;LmjF.03.0400;GPR1/FUN34/yaaH_family_putative;;;;;;;;;;;;;;;;;
LDHU3_03.0400;LmjF.03.0410;MFS_transporter_putative;;;;;;;;;;;;;;;;;
LDHU3_03.0410;LmjF.03.0420;PTP1-interacting_protein_39_kDa_putative;;;;;;;;;;;;;;;;;
LDHU3_03.0420;LmjF.03.0430;60S_acidic_ribosomal_protein_P2_putative;;;;;;;;;;;;;;;;;
LDHU3_03.0430;LmjF.03.0440;60S_acidic_ribosomal_protein_P2_putative;;;;;;;;;;;;;;;;;
LDHU3_03.0440;LmjF.03.0450;TLD_domain_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_03.0450;LmjF.03.0460;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_03.0460;-;hypothetical_protein;;;;;;;;;;;;;;;;;
LDHU3_03.0470;LmjF.03.0470;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_03.0480;LmjF.03.0480;Ankyrin_repeats_(3_copies)/Ankyrin_repeats_(many_copies)/Ankyrin_repeat/DHHC_palmitoyltransferase_putative;Pfam:PF01529;;;;;;;;;;;;;;;;
LDHU3_03.0490;LmjF.03.0490;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_03.0500;LmjF.03.0500;phosphate-Repressible_Phosphate_Permease-like_protein;;;;;;;;;;;;;;;;;
LDHU3_03.0510;LmjF.03.0510;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_03.0520;LmjF.03.0520;RNA_recognition_motif._(a.k.a._RRM_RBD_or_RNP_domain)_putative;;;;;;;;;;;;;;;;;
LDHU3_03.0530;LmjF.03.0530;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_03.0540;LmjF.03.0540;26S_protease_regulatory_subunit_putative;;;;;;;;;;;;;;;;;
LDHU3_03.0550;LmjF.03.0550;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_03.0560;LmjF.03.0560;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_03.0580;LmjF.03.0570;quinone_oxidoreductase_putative;;;;;;;;;;;;;;;;;
LDHU3_03.0590;LmjF.03.0580;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_03.0600;LmjF.03.0590;DNA_repair_helicase_putative;;;;;;;;;;;;;;;;;
LDHU3_03.0610;LmjF.03.0600;arginine_N-methyltransferase_putative;;;;;;;;;;;;;;;;;
LDHU3_03.0630;LmjF.03.0610;kinase-like_protein;;;;;;;;;;;;;;;;;
LDHU3_03.0640;LmjF.03.0620;mitochondrial_protein_99_putative;;;;;;;;;;;;;;;;;
LDHU3_03.0650;LmjF.03.0630;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_03.0660;LmjF.03.0640;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_03.0670;LmjF.03.0650;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_03.0680;LmjF.03.0660;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_03.0690;LmjF.03.0670;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_03.0750;LmjF.03.0680;Uroporphyrinogen-III_synthase_HemD_putative;;;;;;;;;;;;;;;;;
LDHU3_03.0760;LmjF.03.0690;DEAD/DEAH_box_helicase/Type_III_restriction_enzyme_res_subunit_putative;;;;;;;;;;;;;;;;;
LDHU3_03.0770;LmjF.03.0700;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_03.0780;LmjF.03.0710;Aminoacyl-tRNA_editing_domain_containing_protein_putative;;;;;;;;;;;;;;;;;
LDHU3_03.0790;LmjF.03.0720;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_03.0800;LmjF.03.0730;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_03.0810;LmjF.03.0740;cytochrome_c_oxidase_copper_chaperone_putative;;;;;;;;;;;;;;;;;
LDHU3_03.0820;LmjF.03.0750;TatD_related_DNase_putative;;;;;;;;;;;;;;;;;
LDHU3_03.0830;LmjF.03.0760;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_03.0840;LmjF.03.0770;Ubiquitin-like_domain_containing_protein_putative;;;;;;;;;;;;;;;;;
LDHU3_03.0850;LmjF.03.0780;serine/threonine-protein_kinase_putative;;;;;;;;;;;;;;;;;
LDHU3_03.0860;LmjF.03.0790;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_03.0870;LmjF.03.0800;6-phosphofructo-2-kinase/fructose-26-biphosphatase_putative;;;;;;;;;;;;;;;;;
LDHU3_03.0880;LmjF.03.0810;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_03.0890;LmjF.03.0820;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_03.0900;-;CDP-alcohol_phosphatidyltransferase_putative;;;;;;;;;;;;;;;;;
LDHU3_03.0910;LmjF.03.0830;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_03.0920;LmjF.03.0840;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_03.0930;LmjF.03.0850;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_03.0940;LmjF.03.0860;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_03.0950;LmjF.03.0870;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_03.0960;LmjF.03.0880;hypothetical_protein_conserved;;;;;;;;;;;;;;;;;
LDHU3_03.0970;LmjF.03.0890;NLI_interacting_factor-like_phosphatase_putative;;;;;;;;;;;;;;;;;
LDHU3_03.0990;LmjF.03.0900;peter_pan_protein_putative;;;;;;;;;;;;;;;;;
LDHU3_03.1000;LmjF.03.0910;inorganic_pyrophosphatase_putative;;;;;;;;;;;;;;;;;
LDHU3_03.1010;LmjF.03.0920;Got1/Sft2-like_family_putative;;;;;;;;;;;;;;;;;
LDHU3_03.1020;LmjF.03.0930;Amidohydrolase/Amidohydrolase_family_putative;;;;;;;;;;;;;;;;;
